name,enhance_lvl,appraisal,min_price,realm,date
"5段階時の欠片箱(100,000個)",0,なし,5181.0,NEW_REALM,2026-08-10
アイサの勇猛マント (未鑑定),0,未鑑定,455.3,NEW_REALM,2026-08-10
アイサの戦闘マント (鑑定),0,鑑定,706.5,NEW_REALM,2026-08-10
アイサの破壊マント (未鑑定),0,未鑑定,690.8000000000001,NEW_REALM,2026-08-10
アイサの破壊マント (鑑定),1,鑑定,628.0,NEW_REALM,2026-08-10
アイサの籠手 (鑑定),7,鑑定,1544.88,NEW_REALM,2026-08-10
アイサの精霊マント (未鑑定),0,未鑑定,2355.0,NEW_REALM,2026-08-10
アイサグローブ (鑑定),0,鑑定,514.9599999999999,NEW_REALM,2026-08-10
アイサグローブ (鑑定),6,鑑定,514.9599999999999,NEW_REALM,2026-08-10
アイササイド (鑑定),10,鑑定,22108.74,NEW_REALM,2026-08-10
アイサヘルム (未鑑定),0,未鑑定,596.6,NEW_REALM,2026-08-10
アイサヘルム (鑑定),0,鑑定,314.0,NEW_REALM,2026-08-10
アイサヘルム (鑑定),5,鑑定,314.0,NEW_REALM,2026-08-10
アイサレガース (未鑑定),0,未鑑定,314.0,NEW_REALM,2026-08-10
アイサローブ (鑑定),0,鑑定,361.1,NEW_REALM,2026-08-10
アイサ剣/盾 (未鑑定),0,未鑑定,6123.0,NEW_REALM,2026-08-10
アイサ大剣 (未鑑定),0,未鑑定,2198.0,NEW_REALM,2026-08-10
アイサ布ズボン (未鑑定),0,未鑑定,235.5,NEW_REALM,2026-08-10
アイサ帽子 (未鑑定),0,未鑑定,392.5,NEW_REALM,2026-08-10
アイサ手甲 (未鑑定),0,未鑑定,312.43,NEW_REALM,2026-08-10
アイサ杖 (未鑑定),0,未鑑定,7699.28,NEW_REALM,2026-08-10
アイサ短剣 (未鑑定),0,未鑑定,5050.6900000000005,NEW_REALM,2026-08-10
アイサ短靴 (未鑑定),0,未鑑定,392.5,NEW_REALM,2026-08-10
アイサ短靴 (鑑定),5,鑑定,348.54,NEW_REALM,2026-08-10
アイサ長靴 (鑑定),6,鑑定,1570.0,NEW_REALM,2026-08-10
アイサ革ズボン (未鑑定),0,未鑑定,314.0,NEW_REALM,2026-08-10
アイサ革ズボン (鑑定),4,鑑定,1570.0,NEW_REALM,2026-08-10
アザム・ヒサンのイヤリング,0,なし,392.5,NEW_REALM,2026-08-10
アザム・ヒサンのイヤリング,8,なし,337.55,NEW_REALM,2026-08-10
アザム・ヒサンのガントレット (鑑定),0,鑑定,17.27,NEW_REALM,2026-08-10
アザム・ヒサンのガントレット (鑑定),4,鑑定,39.25,NEW_REALM,2026-08-10
アザム・ヒサンのガントレット (鑑定),6,鑑定,157.0,NEW_REALM,2026-08-10
アザム・ヒサンのガントレット (鑑定),7,鑑定,628.0,NEW_REALM,2026-08-10
アザム・ヒサンのガントレット (鑑定),9,鑑定,1884.0,NEW_REALM,2026-08-10
アザム・ヒサンのクロスボウ (未鑑定),0,未鑑定,450.59,NEW_REALM,2026-08-10
アザム・ヒサンのクロスボウ (鑑定),0,鑑定,368.95,NEW_REALM,2026-08-10
アザム・ヒサンのクロスボウ (鑑定),10,鑑定,3813.53,NEW_REALM,2026-08-10
アザム・ヒサンのクロスボウ (鑑定),11,鑑定,6977.08,NEW_REALM,2026-08-10
アザム・ヒサンのクロスボウ (鑑定),7,鑑定,595.03,NEW_REALM,2026-08-10
アザム・ヒサンのクロスボウ (鑑定),8,鑑定,609.16,NEW_REALM,2026-08-10
アザム・ヒサンのクロスボウ (鑑定),9,鑑定,3833.94,NEW_REALM,2026-08-10
アザム・ヒサンのグリーヴ (未鑑定),0,未鑑定,18.84,NEW_REALM,2026-08-10
アザム・ヒサンのグリーヴ (鑑定),0,鑑定,15.7,NEW_REALM,2026-08-10
アザム・ヒサンのグリーヴ (鑑定),5,鑑定,18.84,NEW_REALM,2026-08-10
アザム・ヒサンのグリーヴ (鑑定),6,鑑定,78.5,NEW_REALM,2026-08-10
アザム・ヒサンのグリーヴ (鑑定),7,鑑定,97.34,NEW_REALM,2026-08-10
アザム・ヒサンのグリーヴ (鑑定),8,鑑定,157.0,NEW_REALM,2026-08-10
アザム・ヒサンのグリーヴ (鑑定),9,鑑定,235.5,NEW_REALM,2026-08-10
アザム・ヒサンのグローブ (未鑑定),0,未鑑定,15.7,NEW_REALM,2026-08-10
アザム・ヒサンのグローブ (鑑定),0,鑑定,15.7,NEW_REALM,2026-08-10
アザム・ヒサンのグローブ (鑑定),10,鑑定,1256.0,NEW_REALM,2026-08-10
アザム・ヒサンのグローブ (鑑定),5,鑑定,23.55,NEW_REALM,2026-08-10
アザム・ヒサンのグローブ (鑑定),6,鑑定,219.8,NEW_REALM,2026-08-10
アザム・ヒサンのグローブ (鑑定),7,鑑定,471.0,NEW_REALM,2026-08-10
アザム・ヒサンのグローブ (鑑定),8,鑑定,471.0,NEW_REALM,2026-08-10
アザム・ヒサンのサイド (未鑑定),0,未鑑定,828.96,NEW_REALM,2026-08-10
アザム・ヒサンのサイド (鑑定),0,鑑定,785.0,NEW_REALM,2026-08-10
アザム・ヒサンのサイド (鑑定),10,鑑定,6969.2300000000005,NEW_REALM,2026-08-10
アザム・ヒサンのサイド (鑑定),7,鑑定,3297.0,NEW_REALM,2026-08-10
アザム・ヒサンのサイド (鑑定),8,鑑定,1570.0,NEW_REALM,2026-08-10
アザム・ヒサンのネックレス,0,なし,1475.8,NEW_REALM,2026-08-10
アザム・ヒサンのネックレス,15,なし,4986.320000000001,NEW_REALM,2026-08-10
アザム・ヒサンのフード (未鑑定),0,未鑑定,15.7,NEW_REALM,2026-08-10
アザム・ヒサンのフード (鑑定),0,鑑定,18.84,NEW_REALM,2026-08-10
アザム・ヒサンのフード (鑑定),10,鑑定,593.4599999999999,NEW_REALM,2026-08-10
アザム・ヒサンのフード (鑑定),5,鑑定,17.27,NEW_REALM,2026-08-10
アザム・ヒサンのフード (鑑定),6,鑑定,31.4,NEW_REALM,2026-08-10
アザム・ヒサンのフード (鑑定),7,鑑定,157.0,NEW_REALM,2026-08-10
アザム・ヒサンのフード (鑑定),8,鑑定,141.3,NEW_REALM,2026-08-10
アザム・ヒサンのフード (鑑定),9,鑑定,314.0,NEW_REALM,2026-08-10
アザム・ヒサンのブレスレット,1,なし,549.5,NEW_REALM,2026-08-10
アザム・ヒサンのヘルム (未鑑定),0,未鑑定,15.7,NEW_REALM,2026-08-10
アザム・ヒサンのヘルム (鑑定),0,鑑定,18.84,NEW_REALM,2026-08-10
アザム・ヒサンのヘルム (鑑定),5,鑑定,39.25,NEW_REALM,2026-08-10
アザム・ヒサンのヘルム (鑑定),6,鑑定,25.12,NEW_REALM,2026-08-10
アザム・ヒサンのヘルム (鑑定),8,鑑定,180.55,NEW_REALM,2026-08-10
アザム・ヒサンのヘルム (鑑定),9,鑑定,753.6,NEW_REALM,2026-08-10
アザム・ヒサンのベスト (未鑑定),0,未鑑定,15.7,NEW_REALM,2026-08-10
アザム・ヒサンのベスト (鑑定),0,鑑定,15.7,NEW_REALM,2026-08-10
アザム・ヒサンのベスト (鑑定),10,鑑定,1099.0,NEW_REALM,2026-08-10
アザム・ヒサンのベスト (鑑定),5,鑑定,15.7,NEW_REALM,2026-08-10
アザム・ヒサンのベスト (鑑定),6,鑑定,157.0,NEW_REALM,2026-08-10
アザム・ヒサンのベスト (鑑定),7,鑑定,97.34,NEW_REALM,2026-08-10
アザム・ヒサンのベスト (鑑定),8,鑑定,243.35,NEW_REALM,2026-08-10
アザム・ヒサンのベスト (鑑定),9,鑑定,722.1999999999999,NEW_REALM,2026-08-10
アザム・ヒサンのベルト,0,なし,296.73,NEW_REALM,2026-08-10
アザム・ヒサンのレガース (未鑑定),0,未鑑定,61.23,NEW_REALM,2026-08-10
アザム・ヒサンのレガース (鑑定),0,鑑定,26.69,NEW_REALM,2026-08-10
アザム・ヒサンのレガース (鑑定),5,鑑定,138.16,NEW_REALM,2026-08-10
アザム・ヒサンのレガース (鑑定),8,鑑定,753.6,NEW_REALM,2026-08-10
アザム・ヒサンのローブ (未鑑定),0,未鑑定,40.82,NEW_REALM,2026-08-10
アザム・ヒサンのローブ (鑑定),0,鑑定,17.27,NEW_REALM,2026-08-10
アザム・ヒサンのローブ (鑑定),5,鑑定,23.55,NEW_REALM,2026-08-10
アザム・ヒサンのローブ (鑑定),6,鑑定,47.1,NEW_REALM,2026-08-10
アザム・ヒサンのローブ (鑑定),7,鑑定,155.43,NEW_REALM,2026-08-10
アザム・ヒサンのローブ (鑑定),8,鑑定,314.0,NEW_REALM,2026-08-10
アザム・ヒサンの剣/盾 (未鑑定),0,未鑑定,750.46,NEW_REALM,2026-08-10
アザム・ヒサンの剣/盾 (鑑定),0,鑑定,467.86,NEW_REALM,2026-08-10
アザム・ヒサンの剣/盾 (鑑定),10,鑑定,2325.17,NEW_REALM,2026-08-10
アザム・ヒサンの剣/盾 (鑑定),7,鑑定,785.0,NEW_REALM,2026-08-10
アザム・ヒサンの剣/盾 (鑑定),8,鑑定,612.3,NEW_REALM,2026-08-10
アザム・ヒサンの剣/盾 (鑑定),9,鑑定,1420.85,NEW_REALM,2026-08-10
アザム・ヒサンの大剣 (未鑑定),0,未鑑定,301.44,NEW_REALM,2026-08-10
アザム・ヒサンの大剣 (鑑定),0,鑑定,423.9,NEW_REALM,2026-08-10
アザム・ヒサンの大剣 (鑑定),10,鑑定,5727.36,NEW_REALM,2026-08-10
アザム・ヒサンの大剣 (鑑定),7,鑑定,408.2,NEW_REALM,2026-08-10
アザム・ヒサンの大剣 (鑑定),8,鑑定,510.25,NEW_REALM,2026-08-10
アザム・ヒサンの布ズボン (未鑑定),0,未鑑定,15.7,NEW_REALM,2026-08-10
アザム・ヒサンの布ズボン (鑑定),0,鑑定,15.7,NEW_REALM,2026-08-10
アザム・ヒサンの布ズボン (鑑定),11,鑑定,2512.0,NEW_REALM,2026-08-10
アザム・ヒサンの布ズボン (鑑定),4,鑑定,47.1,NEW_REALM,2026-08-10
アザム・ヒサンの布ズボン (鑑定),5,鑑定,20.41,NEW_REALM,2026-08-10
アザム・ヒサンの布ズボン (鑑定),6,鑑定,109.9,NEW_REALM,2026-08-10
アザム・ヒサンの布ズボン (鑑定),7,鑑定,1570.0,NEW_REALM,2026-08-10
アザム・ヒサンの布ズボン (鑑定),8,鑑定,204.1,NEW_REALM,2026-08-10
アザム・ヒサンの帽子 (未鑑定),0,未鑑定,15.7,NEW_REALM,2026-08-10
アザム・ヒサンの帽子 (鑑定),0,鑑定,15.7,NEW_REALM,2026-08-10
アザム・ヒサンの帽子 (鑑定),10,鑑定,942.0,NEW_REALM,2026-08-10
アザム・ヒサンの帽子 (鑑定),5,鑑定,18.84,NEW_REALM,2026-08-10
アザム・ヒサンの帽子 (鑑定),6,鑑定,50.24,NEW_REALM,2026-08-10
アザム・ヒサンの帽子 (鑑定),8,鑑定,213.52,NEW_REALM,2026-08-10
アザム・ヒサンの帽子 (鑑定),9,鑑定,1256.0,NEW_REALM,2026-08-10
アザム・ヒサンの弓 (未鑑定),0,未鑑定,838.38,NEW_REALM,2026-08-10
アザム・ヒサンの弓 (鑑定),0,鑑定,667.25,NEW_REALM,2026-08-10
アザム・ヒサンの弓 (鑑定),10,鑑定,7065.0,NEW_REALM,2026-08-10
アザム・ヒサンの弓 (鑑定),7,鑑定,628.0,NEW_REALM,2026-08-10
アザム・ヒサンの弓 (鑑定),8,鑑定,942.0,NEW_REALM,2026-08-10
アザム・ヒサンの戦棒 (未鑑定),0,未鑑定,827.39,NEW_REALM,2026-08-10
アザム・ヒサンの戦棒 (鑑定),0,鑑定,471.0,NEW_REALM,2026-08-10
アザム・ヒサンの戦棒 (鑑定),10,鑑定,3611.0,NEW_REALM,2026-08-10
アザム・ヒサンの戦棒 (鑑定),7,鑑定,905.89,NEW_REALM,2026-08-10
アザム・ヒサンの戦棒 (鑑定),8,鑑定,1171.22,NEW_REALM,2026-08-10
アザム・ヒサンの戦闘盾 (未鑑定),0,未鑑定,226.08,NEW_REALM,2026-08-10
アザム・ヒサンの戦闘盾 (鑑定),0,鑑定,219.8,NEW_REALM,2026-08-10
アザム・ヒサンの戦闘盾 (鑑定),10,鑑定,1884.0,NEW_REALM,2026-08-10
アザム・ヒサンの戦闘盾 (鑑定),12,鑑定,5809.0,NEW_REALM,2026-08-10
アザム・ヒサンの戦闘盾 (鑑定),6,鑑定,1413.0,NEW_REALM,2026-08-10
アザム・ヒサンの戦闘盾 (鑑定),7,鑑定,274.75,NEW_REALM,2026-08-10
アザム・ヒサンの戦闘盾 (鑑定),8,鑑定,775.58,NEW_REALM,2026-08-10
アザム・ヒサンの戦闘盾 (鑑定),9,鑑定,628.0,NEW_REALM,2026-08-10
アザム・ヒサンの手甲 (未鑑定),0,未鑑定,15.7,NEW_REALM,2026-08-10
アザム・ヒサンの手甲 (鑑定),0,鑑定,15.7,NEW_REALM,2026-08-10
アザム・ヒサンの手甲 (鑑定),5,鑑定,18.84,NEW_REALM,2026-08-10
アザム・ヒサンの手甲 (鑑定),6,鑑定,102.05,NEW_REALM,2026-08-10
アザム・ヒサンの手甲 (鑑定),7,鑑定,157.0,NEW_REALM,2026-08-10
アザム・ヒサンの手甲 (鑑定),8,鑑定,235.5,NEW_REALM,2026-08-10
アザム・ヒサンの手甲 (鑑定),9,鑑定,471.0,NEW_REALM,2026-08-10
アザム・ヒサンの杖 (未鑑定),0,未鑑定,505.54,NEW_REALM,2026-08-10
アザム・ヒサンの杖 (鑑定),0,鑑定,643.6999999999999,NEW_REALM,2026-08-10
アザム・ヒサンの杖 (鑑定),10,鑑定,2986.14,NEW_REALM,2026-08-10
アザム・ヒサンの杖 (鑑定),6,鑑定,2512.0,NEW_REALM,2026-08-10
アザム・ヒサンの杖 (鑑定),7,鑑定,942.0,NEW_REALM,2026-08-10
アザム・ヒサンの杖 (鑑定),8,鑑定,1413.0,NEW_REALM,2026-08-10
アザム・ヒサンの短剣 (未鑑定),0,未鑑定,596.6,NEW_REALM,2026-08-10
アザム・ヒサンの短剣 (鑑定),0,鑑定,549.5,NEW_REALM,2026-08-10
アザム・ヒサンの短剣 (鑑定),10,鑑定,5174.72,NEW_REALM,2026-08-10
アザム・ヒサンの短剣 (鑑定),6,鑑定,982.82,NEW_REALM,2026-08-10
アザム・ヒサンの短剣 (鑑定),7,鑑定,1111.56,NEW_REALM,2026-08-10
アザム・ヒサンの短剣 (鑑定),8,鑑定,942.0,NEW_REALM,2026-08-10
アザム・ヒサンの短剣 (鑑定),9,鑑定,1727.0,NEW_REALM,2026-08-10
アザム・ヒサンの短靴 (未鑑定),0,未鑑定,25.12,NEW_REALM,2026-08-10
アザム・ヒサンの短靴 (鑑定),0,鑑定,20.41,NEW_REALM,2026-08-10
アザム・ヒサンの短靴 (鑑定),5,鑑定,18.84,NEW_REALM,2026-08-10
アザム・ヒサンの短靴 (鑑定),6,鑑定,149.15,NEW_REALM,2026-08-10
アザム・ヒサンの短靴 (鑑定),8,鑑定,314.0,NEW_REALM,2026-08-10
アザム・ヒサンの籠手 (未鑑定),0,未鑑定,193.11,NEW_REALM,2026-08-10
アザム・ヒサンの籠手 (鑑定),0,鑑定,241.78,NEW_REALM,2026-08-10
アザム・ヒサンの籠手 (鑑定),10,鑑定,2355.0,NEW_REALM,2026-08-10
アザム・ヒサンの籠手 (鑑定),7,鑑定,301.44,NEW_REALM,2026-08-10
アザム・ヒサンの籠手 (鑑定),8,鑑定,295.16,NEW_REALM,2026-08-10
アザム・ヒサンの鎧 (未鑑定),0,未鑑定,17.27,NEW_REALM,2026-08-10
アザム・ヒサンの鎧 (鑑定),0,鑑定,15.7,NEW_REALM,2026-08-10
アザム・ヒサンの鎧 (鑑定),5,鑑定,31.4,NEW_REALM,2026-08-10
アザム・ヒサンの鎧 (鑑定),6,鑑定,97.34,NEW_REALM,2026-08-10
アザム・ヒサンの鎧 (鑑定),7,鑑定,549.5,NEW_REALM,2026-08-10
アザム・ヒサンの鎧 (鑑定),8,鑑定,348.54,NEW_REALM,2026-08-10
アザム・ヒサンの鎧 (鑑定),9,鑑定,471.0,NEW_REALM,2026-08-10
アザム・ヒサンの長靴 (未鑑定),0,未鑑定,125.6,NEW_REALM,2026-08-10
アザム・ヒサンの長靴 (鑑定),0,鑑定,23.55,NEW_REALM,2026-08-10
アザム・ヒサンの長靴 (鑑定),10,鑑定,2042.57,NEW_REALM,2026-08-10
アザム・ヒサンの長靴 (鑑定),5,鑑定,28.26,NEW_REALM,2026-08-10
アザム・ヒサンの長靴 (鑑定),6,鑑定,78.5,NEW_REALM,2026-08-10
アザム・ヒサンの長靴 (鑑定),8,鑑定,157.0,NEW_REALM,2026-08-10
アザム・ヒサンの長靴 (鑑定),9,鑑定,775.58,NEW_REALM,2026-08-10
アザム・ヒサンの革ズボン (未鑑定),0,未鑑定,23.55,NEW_REALM,2026-08-10
アザム・ヒサンの革ズボン (鑑定),0,鑑定,15.7,NEW_REALM,2026-08-10
アザム・ヒサンの革ズボン (鑑定),10,鑑定,785.0,NEW_REALM,2026-08-10
アザム・ヒサンの革ズボン (鑑定),11,鑑定,2355.0,NEW_REALM,2026-08-10
アザム・ヒサンの革ズボン (鑑定),4,鑑定,309.29,NEW_REALM,2026-08-10
アザム・ヒサンの革ズボン (鑑定),5,鑑定,18.84,NEW_REALM,2026-08-10
アザム・ヒサンの革ズボン (鑑定),6,鑑定,109.9,NEW_REALM,2026-08-10
アザム・ヒサンの革ズボン (鑑定),8,鑑定,309.29,NEW_REALM,2026-08-10
アザム・ヒサンの革ズボン (鑑定),9,鑑定,785.0,NEW_REALM,2026-08-10
アビリティ:カリオンの洞察【呪文】,0,なし,125.6,NEW_REALM,2026-08-10
アビリティ:セクレタの才能【偵察】,0,なし,180.55,NEW_REALM,2026-08-10
アビリティ:テレノスの力【戦闘】,0,なし,53.38,NEW_REALM,2026-08-10
アビリティ:九死一生【技巧】,0,なし,4553.0,NEW_REALM,2026-08-10
アビリティ:克服【活力】,0,なし,10817.3,NEW_REALM,2026-08-10
アビリティ:必殺の一撃【強化】,0,なし,21980.0,NEW_REALM,2026-08-10
アビリティ:慎重な攻撃【補助】,0,なし,37.68,NEW_REALM,2026-08-10
アビリティ:戦場の叫び【活力】,0,なし,66882.0,NEW_REALM,2026-08-10
アビリティ:持続治癒【補助】,0,なし,4082.0,NEW_REALM,2026-08-10
アビリティ:業火の武器【強化】,0,なし,1714.44,NEW_REALM,2026-08-10
アビリティ:睡眠誘導【呪文】,0,なし,2587.36,NEW_REALM,2026-08-10
アビリティ:破壊の武器【技巧】,0,なし,670.39,NEW_REALM,2026-08-10
アビリティ:磁場生成【呪文】,0,なし,6986.5,NEW_REALM,2026-08-10
アビリティ:純粋なマナ回復薬【活力】,0,なし,15.7,NEW_REALM,2026-08-10
アビリティ:結界形成【防御】,0,なし,4710.0,NEW_REALM,2026-08-10
アビリティ:超感覚【偵察】,0,なし,4160.5,NEW_REALM,2026-08-10
アビリティ:酷寒の武器【呪文】,0,なし,613.87,NEW_REALM,2026-08-10
アビリティ:雷精霊【強化】,0,なし,3925.0,NEW_REALM,2026-08-10
アンコモン装飾品強化箱(100個),0,なし,18.84,NEW_REALM,2026-08-10
アンデミックのサドル,0,なし,1256.0,NEW_REALM,2026-08-10
イニスのイヤリング ,0,なし,4710.0,NEW_REALM,2026-08-10
イニスのガントレット (未鑑定),0,未鑑定,4553.0,NEW_REALM,2026-08-10
イニスのネックレス ,0,なし,33896.3,NEW_REALM,2026-08-10
イニスのブレスレット ,0,なし,8160.86,NEW_REALM,2026-08-10
イニスのベルト ,0,なし,4708.429999999999,NEW_REALM,2026-08-10
イニスのベルト ,2,なし,5024.0,NEW_REALM,2026-08-10
イニスのリング ,0,なし,5338.0,NEW_REALM,2026-08-10
イニスのリング ,13,なし,7222.0,NEW_REALM,2026-08-10
イニスのリング ,15,なし,12560.0,NEW_REALM,2026-08-10
イニスのレガース (未鑑定),0,未鑑定,2826.0,NEW_REALM,2026-08-10
イニスの手甲 (未鑑定),0,未鑑定,21823.0,NEW_REALM,2026-08-10
イニスの鎧 (未鑑定),0,未鑑定,3611.0,NEW_REALM,2026-08-10
イリアナの籠手 (未鑑定),0,未鑑定,156686.0,NEW_REALM,2026-08-10
イリアナグリーヴ (未鑑定),0,未鑑定,4553.0,NEW_REALM,2026-08-10
イリアナグローブ (未鑑定),0,未鑑定,7379.0,NEW_REALM,2026-08-10
イリアナフード (未鑑定),0,未鑑定,5966.0,NEW_REALM,2026-08-10
イリアナヘルム (未鑑定),0,未鑑定,2577.94,NEW_REALM,2026-08-10
イリアナレガース (未鑑定),0,未鑑定,4239.0,NEW_REALM,2026-08-10
イリアナレガース (鑑定),0,鑑定,3140.0,NEW_REALM,2026-08-10
イリアナ剣/盾 (未鑑定),0,未鑑定,232956.6,NEW_REALM,2026-08-10
イリアナ布ズボン (未鑑定),0,未鑑定,2584.2200000000003,NEW_REALM,2026-08-10
イリアナ帽子 (未鑑定),0,未鑑定,6751.0,NEW_REALM,2026-08-10
イリアナ弓 (未鑑定),0,未鑑定,235500.0,NEW_REALM,2026-08-10
イリアナ手甲 (未鑑定),0,未鑑定,3122.73,NEW_REALM,2026-08-10
イリアナ杖 (未鑑定),0,未鑑定,251200.0,NEW_REALM,2026-08-10
イリアナ鎧 (鑑定),5,鑑定,9420.0,NEW_REALM,2026-08-10
イリアナ革ズボン (未鑑定),0,未鑑定,3882.61,NEW_REALM,2026-08-10
エオスのイヤリング,0,なし,2826.0,NEW_REALM,2026-08-10
エオスのガントレット (未鑑定),0,未鑑定,3140.0,NEW_REALM,2026-08-10
エオスのグリーヴ (未鑑定),0,未鑑定,3532.5,NEW_REALM,2026-08-10
エオスのグローブ (未鑑定),0,未鑑定,2836.99,NEW_REALM,2026-08-10
エオスのフード (未鑑定),0,未鑑定,4003.5,NEW_REALM,2026-08-10
エオスのベスト (未鑑定),0,未鑑定,3140.0,NEW_REALM,2026-08-10
エオスのベルト,0,なし,6123.0,NEW_REALM,2026-08-10
エオスのリング,0,なし,5487.150000000001,NEW_REALM,2026-08-10
エオスのレガース (鑑定),8,鑑定,15700.0,NEW_REALM,2026-08-10
エオスのローブ (未鑑定),0,未鑑定,3925.0,NEW_REALM,2026-08-10
エオスの布ズボン (未鑑定),0,未鑑定,2276.5,NEW_REALM,2026-08-10
エオスの帽子 (未鑑定),0,未鑑定,2198.0,NEW_REALM,2026-08-10
エオスの手甲 (未鑑定),0,未鑑定,1554.3,NEW_REALM,2026-08-10
エオスの手甲 (鑑定),6,鑑定,1554.3,NEW_REALM,2026-08-10
エオスの精霊マント (未鑑定),0,未鑑定,3925.0,NEW_REALM,2026-08-10
エオスの鎧 (未鑑定),0,未鑑定,1570.0,NEW_REALM,2026-08-10
エオスの革ズボン (未鑑定),0,未鑑定,2841.7000000000003,NEW_REALM,2026-08-10
エル・セラのイヤリング,0,なし,353.25,NEW_REALM,2026-08-10
エル・セラのイヤリング,15,なし,1256.0,NEW_REALM,2026-08-10
エル・セラのイヤリング,16,なし,1884.0,NEW_REALM,2026-08-10
エル・セラのイヤリング,20,なし,13816.0,NEW_REALM,2026-08-10
エル・セラのクロスボウ (未鑑定),0,未鑑定,6908.0,NEW_REALM,2026-08-10
エル・セラのグリーヴ (鑑定),5,鑑定,157.0,NEW_REALM,2026-08-10
エル・セラのグローブ (鑑定),5,鑑定,149.15,NEW_REALM,2026-08-10
